# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Alyrata_107_v1	Arabidopsis_thaliana	Bdistachyon_314_v3	Crubella_183_v1	Esalsugineum_173_v1	Mtruncatula_285_Mt4
0	36991	32321	0	21896	15266
0	6939	7598	0	0	0
0	0	37784	0	0	1467
0	36127	45491	0	0	11118
345	963	0	25438	23351	12882
0	39461	39340	0	11505	0
27848	29463	18248	27634	20476	57688
0	36365	0	784	10518	0
0	29441	23398	0	0	0
16611	28958	8183	4810	9073	26996
12805	31665	40078	24310	23452	0
0	0	12763	0	22285	2930
30265	47771	0	21377	12056	40840
28270	9934	18754	13209	22547	58159
19425	12302	31151	24306	26397	28851
29991	45785	14377	14145	3632	56594
2777	7120	0	13463	0	0
0	47626	0	0	0	19785
10897	26140	1581	2906	10607	0
24486	3865	49109	367	11100	14676
18585	12470	34917	6095	7799	30119
22834	48025	8735	26346	24191	5108
16614	32756	0	23748	23622	0
0	6177	2792	0	0	0
27732	13023	4888	20185	21440	10834
24405	41759	39494	22290	15244	0
29992	1154	0	27772	25737	46158
6370	19924	0	10121	13447	0
24770	47713	52318	18034	29131	1699
0	27825	0	25832	0	0
7562	36591	13382	8165	0	17390
0	13291	40975	0	0	0
0	0	25043	0	0	20571
19653	20014	9336	25885	26082	59899
18161	15200	0	27471	0	19689
22680	46717	32039	2123	27285	0
8728	9467	47378	3203	7122	0
15224	16635	0	7558	8284	0
27205	21167	14286	24062	20384	0
3091	20148	40318	15999	721	51020
0	980	0	0	0	42885
23776	4521	0	17427	0	23900
0	0	0	1698	27274	0
22385	17888	41695	21378	11468	735
26667	41565	46611	13042	17071	0
32609	19433	12301	16827	1279	32585
4258	14907	11994	5487	7213	15165
31312	44521	29237	22266	26142	14209
5364	17852	0	14505	3526	21596
0	0	0	8583	13394	0
9536	7974	46312	20204	11868	51100
26616	14862	0	2168	27174	0
0	0	37473	0	0	56415
0	0	37472	0	0	56414
29220	914	6347	22926	25277	46547
4621	0	0	19232	21349	41149
0	5915	29400	0	4308	17517
0	5914	29401	0	4307	17518
27457	28270	34759	21514	26381	0
14367	35880	16976	25288	20210	45104
26880	29926	0	16907	9417	44613
0	28287	0	15646	0	0
28999	8516	13527	14436	20811	13993
4726	10454	47518	20685	12397	0
11349	23103	43899	0	0	52180
1245	9704	10759	0	0	0
13069	40538	5259	6509	7029	27884
0	7666	38491	0	0	0
29547	148	52366	23033	25410	45924
0	7893	0	7145	5547	0
6100	15270	0	10724	0	14706
0	45563	51490	0	0	4227
0	2923	0	0	27033	51098
26371	3913	0	27350	24566	0
13381	0	0	0	0	49074
0	47948	21229	0	0	59698
0	47947	0	0	0	59697
0	47946	0	0	0	59696
0	43198	0	19808	21351	39004
0	36899	13364	6338	7475	44672
232	41461	28041	22259	26334	0
10046	41578	49754	10174	18230	30893
31165	0	0	7742	0	0
34	9726	45702	15993	28767	0
0	43628	39022	0	0	0
0	0	742	0	0	7447
3655	45071	9299	20085	12561	42171
29402	46641	33836	2055	27486	59256
26058	5199	300	26611	23105	53314
2473	17947	8755	1120	27263	0
0	17013	14973	0	0	0
0	7667	38490	0	0	0
8804	45523	0	4574	7178	55855
15007	41482	0	22454	26883	3016
4025	39463	42950	17465	1802	54517
11843	25164	42059	9513	15131	43730
8811	4031	34307	23907	17366	15582
8264	39168	3069	5845	4900	0
7101	11120	23384	5265	5855	13703
2811	44060	48485	7805	14480	0
19192	9905	0	1882	27376	0
25953	27163	37826	19300	12691	9919
0	20953	36148	7216	4812	59437
847	25027	0	4715	7624	0
0	14299	0	0	8746	27819
15084	31124	0	15163	22549	0
2776	36724	0	18990	21612	0
0	5631	28363	0	19265	0
0	11698	0	7959	10495	51733
11700	41843	1021	23737	23371	60603
22409	2618	20267	4197	7046	61473
9149	32029	25929	25266	17977	24383
0	7669	38489	0	0	0
5576	40278	0	1580	18770	0
0	0	23382	7096	0	12040
0	47508	0	0	25726	58560
2402	15716	10696	1012	11231	48245
8099	34283	0	17834	28608	0
2433	37458	41617	7386	8144	41489
8036	855	5528	20971	0	46994
31310	42041	0	19171	12472	4519
24527	13828	2971	1331	0	29181
25227	39110	0	788	10538	181
31186	9535	0	24954	18050	59504
22969	46693	48455	14422	4073	39844
0	46051	32191	0	0	0
15538	35604	49181	13982	3074	0
0	11185	50053	3686	0	0
26375	34575	47951	12480	4014	49007
18792	35888	0	14540	22284	0
32655	38701	47474	18037	1402	4828
25172	2920	49393	4806	7483	61134
16463	13416	0	7031	8706	39251
0	18373	0	5366	7938	39005
3851	30744	0	5753	7655	1248
0	25879	0	389	28053	11672
7761	36360	71	26848	24733	0
0	8161	0	5193	0	52187
21563	38389	7241	18239	1792	24601
5962	35797	32764	3192	5331	35106
14184	44730	30600	198	10837	25235
2896	26169	13916	1610	27138	26198
11648	47767	44401	0	0	0
22581	44214	0	0	7862	0
3121	7944	0	6539	6824	57944
20848	5747	50322	18211	9279	22370
5751	23539	23895	10088	14993	61123
24485	16167	0	27075	19869	56184
0	0	8886	18471	9618	0
835	18640	13976	27902	26278	3340
15035	6350	0	1703	10777	9772
12519	43768	0	13205	2161	46620
11380	14979	0	25076	17379	40745
11493	37866	40479	5834	5326	43073
21460	3687	12411	0	466	0
27395	3349	0	22271	17506	0
17189	42403	0	18887	12121	34210
5662	35985	16797	13041	0	0
4904	39819	36683	18798	21526	12423
503	18334	0	0	0	0
0	20712	0	0	0	22543
23195	45002	24513	603	20690	52287
24067	29125	0	19140	11824	0
14676	44071	0	3823	3252	0
22852	33739	35353	23701	26116	46312
10812	36534	27791	1792	27500	0
29601	23326	0	15321	3251	0
1489	25328	6479	0	7115	13958
7493	21664	0	24471	17562	0
29432	21829	7080	17150	9317	39752
0	19906	0	0	0	5089
0	8865	25967	0	0	0
14431	20832	37158	15134	1936	0
7221	4324	39441	10273	16129	22798
31774	46945	26724	0	0	31601
8580	34814	0	0	0	0
26989	10379	33876	3183	6620	46890
0	28885	0	17510	0	38336
0	42443	0	18795	0	0
8317	36308	0	5781	6724	0
29070	41007	51590	8898	10010	0
18922	36536	279	12896	3675	27719
7756	47314	4462	0	12664	0
31383	30826	0	8093	10395	51286
0	29236	13697	0	0	36695
13648	19162	30779	2970	16787	48090
31370	19161	16984	25943	0	48091
0	38625	20818	1201	19037	4355
26612	7719	29846	18504	1840	29427
2078	27490	0	12079	20995	47672
0	33266	0	20771	0	33185
11157	47763	9802	8808	15772	2290
8210	7644	0	22837	0	9589
6349	22603	13822	21349	11364	43901
4184	13810	0	9998	0	0
4109	33515	0	16681	28158	50862
7270	33516	0	16680	1475	10078
21193	33858	0	0	9449	0
0	0	0	7255	0	20746
26703	42272	23215	0	0	0
0	24438	0	0	22644	14412
24355	8950	1968	0	0	23127
5144	43989	49848	24967	18876	45644
1180	34114	48111	8531	15071	37305
0	7289	0	0	15192	0
0	30848	0	0	0	49091
0	30847	0	0	0	49090
15795	0	0	0	5661	51403
0	32361	26488	17176	0	25710
5086	42696	0	7608	5426	16800
0	20509	0	0	5917	32824
17099	35742	0	0	27392	6743
0	45136	20341	4637	5340	20227
16630	6589	50313	19517	0	53737
15724	38719	2325	10483	15821	1195
1795	13986	0	23129	26677	8480
9722	41976	19766	27241	25813	3255
4718	33472	36434	27306	19981	19582
8161	47001	0	0	0	0
0	22817	23936	8746	13375	8950
15278	43015	47131	25565	28511	3534
23054	28766	25426	22367	26802	4761
9400	18890	47830	13815	22445	53901
15346	0	0	12070	0	54962
0	8288	16449	0	0	54252
0	20722	50327	21997	18247	18562
0	19917	0	3769	5741	11333
0	19916	0	3768	0	0
0	12986	9110	23619	26704	0
7268	29238	0	5876	6202	0
5784	41688	1900	10467	15868	0
2406	35647	25065	2657	10785	0
0	45173	0	0	12192	16025
0	45172	0	0	12191	0
22610	0	23914	4865	7347	0
0	45119	29706	0	0	0
0	40491	48913	0	15863	0
27827	37977	0	0	0	58125
26032	19728	0	0	8748	0
4298	0	0	0	22598	0
26326	37527	46777	0	0	929
0	5276	0	0	0	25000
20556	14408	0	15970	9258	0
0	44369	45645	0	0	52443
15863	42311	0	26916	26049	12904
26105	39216	0	0	23249	0
13027	29873	46758	26515	20480	0
28386	11232	9462	544	28073	40405
7389	1632	0	6152	7980	39995
773	36940	0	9037	0	7546
0	8867	25968	0	0	0
12277	38565	0	18116	1689	0
10662	24479	10522	5010	6259	19365
28434	32768	0	12142	9782	36837
19401	43240	0	24529	25746	49435
0	37156	0	0	0	13891
27268	5228	37392	2157	21382	0
1936	6031	43663	18881	11424	12728
0	17086	0	0	0	740
0	17085	0	0	0	739
6856	19885	31119	18514	9549	43435
23818	45988	0	846	18952	29003
15058	19984	28054	10979	14270	36006
13601	44110	36649	9568	14104	54560
9714	4114	48684	14486	16582	25514
25039	19636	7118	2006	27099	0
24233	32167	0	5914	6973	0
31001	10278	0	17230	416	0
0	28660	12042	21235	0	0
370	3946	40676	21592	23469	7968
27044	42836	0	7929	0	11721
21004	45514	33133	10053	0	0
10201	17309	14025	0	25097	29064
26462	30787	0	0	0	0
8006	41258	8756	5898	4542	44620
0	37054	20850	0	0	45912
25940	39318	0	6241	5745	2469
0	42730	40242	0	17495	0
0	34943	0	0	24403	0
0	23444	0	0	8372	59027
0	17147	16875	0	0	0
28153	30426	46791	12640	3253	46347
0	15389	0	27609	0	0
30541	37782	32066	18991	21803	6970
21297	27994	0	4498	22401	0
27451	509	0	17749	29215	57160
13141	45507	32637	11447	15755	12385
0	20207	45306	0	20084	0
14341	47785	0	7873	16353	0
21436	43549	0	17392	1660	57955
8875	21070	0	8245	16271	48799
32603	14177	37277	630	10573	26751
0	0	0	0	18158	48638
18911	23829	0	27287	19589	0
15817	17558	18256	22949	23807	23980
7618	13870	0	7663	7838	38476
0	34018	27712	0	0	43015
24666	25635	34975	12738	2076	49459
21699	41754	0	19158	21390	0
8825	39888	0	6937	6053	0
21588	222	0	15002	3042	10075
3799	33750	19633	18364	759	39899
3447	36303	50523	7764	15870	23000
21311	24562	0	2847	10840	25087
19053	19501	0	4190	6520	0
12184	23783	2581	17341	20949	13923
23956	20851	31232	0	11515	52533
32098	47782	40506	8802	15637	37538
20091	0	0	0	19480	0
18992	25291	11066	16354	741	53439
24828	4164	0	0	0	0
28119	45513	0	0	0	19846
20793	33303	2719	25958	26726	7014
15289	30150	0	20513	11833	0
1318	34440	0	13371	22458	0
0	8011	0	4887	0	0
0	6137	0	4371	0	0
22803	29714	38645	28292	20305	35350
0	0	31450	21205	21447	29192
14642	1196	19377	16206	29248	53376
30158	26508	50456	19362	11883	51706
9960	36417	45167	17375	9603	0
32552	33281	34598	25272	23419	10721
20015	25179	2675	5731	9090	0
22129	13405	0	26838	0	43117
0	23851	3919	0	5703	0
21347	14612	0	11088	14302	0
7084	1232	50511	9018	15293	61338
21625	4004	2826	24706	24161	0
0	13288	45261	0	13798	0
27611	26867	34098	18147	1298	29528
3697	17445	0	3030	10595	7320
0	0	0	0	4933	22474
17891	7216	39994	26910	28459	46200
18531	43062	21044	6185	7314	38691
1663	40453	0	968	0	23942
15051	35696	47766	24791	25990	39471
0	41595	0	25420	0	0
32112	34450	12295	8097	15089	52469
12907	739	13795	18094	28610	3374
26204	11773	0	15007	0	0
0	47323	1838	14771	22468	12998
29744	17573	0	8752	14253	0
4396	24090	0	15682	1426	0
11458	22727	36008	9825	14083	35719
15620	34290	29964	27673	23007	55711
6564	2358	52319	9993	13731	1700
0	49	50967	0	0	0
25955	26218	32101	10026	19322	13528
22770	767	0	2504	10784	0
31481	48248	2087	16844	983	57271
15955	30810	6098	24446	25222	25832
0	0	0	15722	20944	58894
23068	43571	0	7020	5033	0
14129	46880	11249	18131	1027	55331
288	47826	28661	16503	665	43357
21833	26778	44038	15725	1319	56203
0	12409	0	12062	0	0
29015	42356	52895	0	0	33140
23016	36013	7481	17193	913	24327
18256	18616	24237	21281	21346	33498
25129	0	45860	2936	0	54906
0	10788	23937	11573	15588	0
8902	43955	0	926	11055	0
25784	4663	0	20327	12726	0
0	0	29339	0	0	21080
21710	5390	0	21257	21684	15411
25072	38491	0	18011	9737	45795
8114	28854	2565	1361	27810	49075
0	0	0	13195	2603	0
1351	0	24133	8624	16436	9907
19995	36964	9481	11834	3346	42452
25077	22913	4930	11138	16070	19561
6140	0	44268	0	0	9887
0	18697	0	2755	0	0
0	21681	24958	19501	11926	19670
7445	19321	1014	3151	20855	38964
0	22901	14343	5698	0	50471
0	39487	16198	0	0	39473
14209	2621	0	17217	20836	42240
0	0	34231	0	0	2633
17860	3798	0	7294	6108	0
792	44244	15831	12947	4045	62109
32184	44141	50619	21999	19273	2063
31569	30035	0	9409	15142	0
2746	27793	0	19479	22086	52277
0	23516	0	19489	21917	29779
30692	16375	33981	0	26669	12530
18779	42667	43698	19251	12936	7713
22374	43334	40501	4060	8481	38590
28407	46326	0	21526	25585	57818
23616	35080	33959	23875	17555	0
0	0	31671	0	0	58573
0	23404	0	18846	11946	52910
20061	12365	0	17046	9633	44837
6636	43295	0	9242	13403	0
13663	34735	0	0	16109	0
5339	7569	28653	8116	13617	38636
2080	26326	21265	13671	2145	29405
25372	41764	22961	11942	16719	36492
0	10045	0	22408	0	16728
7217	35162	31103	25642	17619	0
0	43688	36161	0	0	28845
9590	2125	15852	13079	4147	84
15989	26854	24698	0	0	0
6438	48223	31194	1618	20672	31263
17554	18710	36769	26313	22986	33449
27426	23163	0	25	18616	28411
231	28511	37381	9104	16283	55346
6951	39984	0	23456	25767	1503
29299	43471	45350	21838	23933	38437
1631	13539	49155	16934	672	45892
19797	3119	38958	13125	18191	0
0	28596	49648	19558	8282	51022
27914	33791	30438	13725	3728	41650
17207	13732	0	14052	22419	0
0	10508	0	0	19970	0
28815	27588	25477	5381	4919	33120
0	8429	36181	124	23306	57942
14337	24649	0	0	17610	0
23041	24404	0	22124	19051	0
0	4502	0	5479	6387	0
24346	35640	48941	20267	11507	42777
30424	7140	2410	0	25280	53863
0	0	52151	0	0	28539
15215	22965	22730	23172	23597	37464
5876	13061	0	12122	22514	60547
28015	11380	42665	27328	23184	19865
20081	44269	20846	27272	20185	25719
13802	40422	47959	23549	25225	8728
20290	20294	0	16214	11625	0
0	25645	19335	0	434	0
5477	47024	49730	23027	24556	0
22431	17142	0	26929	26660	0
29985	636	2518	27401	23101	49573
0	30125	6140	2967	0	16973
4998	14854	0	2870	0	0
0	45590	14297	0	0	44156
18209	26342	5023	12650	2909	24336
0	13690	11356	2046	23201	46415
29712	11951	0	19473	13145	0
0	40845	2905	0	0	0
0	40844	2904	0	0	0
6677	27979	44180	26321	2883	32374
1673	3127	0	6953	8258	0
8686	36688	52646	14872	3717	49596
1082	38730	46514	11095	14475	5728
24352	12964	0	14167	22750	9906
27343	34037	7038	27635	19019	15111
26278	46649	0	20272	21761	0
6748	26451	11549	1180	10807	15460
0	18863	0	18312	0	25357
0	18862	0	18311	0	46939
0	41743	982	14315	0	44284
9319	47403	0	24447	24751	39809
0	11976	0	0	0	57321
13389	34965	0	25737	26165	30368
0	29479	0	0	7004	0
29518	25304	7646	5752	6113	37051
15423	46622	33580	22906	17865	23378
4551	30710	12996	27978	24141	223
28299	42010	0	0	6293	0
24261	10901	4196	570	27994	13590
13085	44295	38443	20783	11391	47366
12649	20615	0	24206	25625	41971
4282	14941	20387	26934	20072	35928
2699	28054	880	8110	13906	51106
6204	35077	0	19371	21769	47493
15098	20233	0	18907	11296	10538
7578	37594	0	21151	11298	59715
0	46912	19460	0	0	0
29893	0	0	0	0	60005
0	30633	0	11627	0	0
0	39633	0	0	8887	0
0	29261	0	0	0	54646
0	10259	0	19093	28063	0
15556	4286	0	8242	15594	60159
0	37940	43940	14563	0	6390
7668	22333	21233	3791	6336	47239
3722	1644	9842	8766	16238	3589
15628	9598	0	916	18864	21049
9532	46871	0	16515	28819	34656
29996	29082	23297	22542	24552	56745
24654	13584	36314	14272	0	0
0	40747	0	0	9232	43267
0	0	36392	20316	22075	10564
30468	20391	3651	11154	10171	27924
6629	0	0	16779	0	0
0	0	3188	0	0	7312
0	0	3187	0	0	7311
0	48156	0	13633	0	34821
2970	0	0	0	11492	0
29456	24739	0	10446	15912	0
16276	27745	0	15283	20891	15779
22181	24103	2060	8433	15479	0
12713	17420	27881	10815	16289	1175
0	0	475	0	0	21955
6905	45239	0	2298	27803	34861
6486	29034	0	6486	7183	12720
15822	42522	46504	18290	703	47153
12138	35119	21038	26523	27783	61782
20199	1030	0	14932	2965	23943
29202	5363	0	26690	0	23234
0	0	0	0	16710	13763
26967	7869	42460	1861	11117	22007
0	31999	0	16821	0	26291
30117	39460	0	16768	612	45673
23817	30295	14046	16016	20782	42378
0	36961	0	0	0	24975
0	12829	0	17372	0	3967
0	0	27834	0	0	10286
27562	45164	5364	9814	10428	33108
15480	33810	11454	16634	9758	0
0	0	50975	0	17072	0
1114	17097	21260	0	26538	0
0	9384	0	8415	10472	24041
32563	7184	42838	18580	17373	58263
11078	19300	46317	23244	19884	44925
805	11395	0	21360	0	0
2753	29610	16057	17004	900	29845
17268	42508	50693	8338	14144	16491
19667	48178	0	18123	9669	56923
17856	40751	1179	16492	9314	29019
1455	28858	5780	16460	9356	27050
1842	26372	7604	895	11103	2776
14234	29318	4287	7431	6178	34066
18232	20619	0	24513	0	56027
0	5016	0	2019	27418	0
10312	21329	0	9133	15172	0
25124	37245	31899	14882	3075	11650
12430	5176	2351	19039	12583	19930
14440	29690	19893	17328	1216	21346
10295	37049	35950	23901	17903	41381
0	16007	0	12793	17164	0
0	0	0	0	25501	41579
0	39397	0	0	2941	30842
29477	12636	38667	10583	16225	21103
13653	8639	0	26907	23731	0
17344	42121	1	27807	19303	10513
32454	27510	0	14927	2755	0
0	18521	0	8183	0	0
0	27763	0	10715	10115	0
31612	32379	0	0	13301	0
24892	16187	17167	24097	19585	1449
23437	41631	33162	8360	28196	19505
23308	13499	0	11726	0	38364
26434	7888	6531	4822	8817	49602
0	44487	0	0	0	39862
7471	42776	29247	19676	11966	35514
22471	45177	25461	25344	20482	6098
14051	11413	0	6463	8114	0
28665	37135	0	0	1746	0
0	28933	32860	0	0	0
0	37504	15772	18842	0	0
18775	14750	0	13692	16874	0
21314	6389	0	0	0	36570
4701	5944	2145	16079	21000	46911
0	19121	0	0	0	43781
24314	25857	8732	15721	585	0
1693	41097	41711	19828	11373	4567
10192	4956	0	2712	27821	0
0	36776	51603	26988	24323	0
0	24351	25389	0	16462	36721
0	24350	0	0	16461	36722
12729	24254	52454	26806	26482	40007
27966	41217	0	8612	15962	39553
0	0	42847	0	0	9300
19700	24662	48218	23506	25656	25794
7216	16976	44037	0	9089	7992
6775	21235	0	11556	16485	10737
0	0	23514	0	19378	0
755	0	35928	27614	0	22904
5526	38689	10523	1172	27871	1995
0	44560	0	0	3555	0
13433	7181	42840	23368	17866	60359
10424	7183	42839	18581	17867	19423
17565	14472	5168	10046	16375	40309
27843	23373	0	15928	0	60657
3319	5818	0	23044	26953	0
21267	20950	0	23683	25600	6544
30341	562	0	0	0	0
5847	41521	0	14690	20751	9823
31306	43716	41724	17221	0	45682
0	35738	0	0	23267	0
15639	37212	0	23325	25071	0
2953	13726	45131	15086	4008	53279
24922	19067	0	10809	13957	11842
611	41879	0	0	13469	0
0	28077	39320	5374	6036	35964
10157	31226	47324	8041	15126	11156
25131	29334	5958	0	960	16690
24054	42453	26727	16714	1072	57014
29513	39323	36016	18450	970	1075
30153	9866	0	27357	20529	0
23725	48059	0	15675	930	26376
0	41932	0	0	17233	1928
18721	44669	0	18642	21870	48781
15486	30571	0	1976	28080	0
4347	15112	0	5396	6394	0
10994	5265	0	12584	2923	0
13869	40040	0	0	16316	0
0	0	0	4727	0	41280
0	0	21071	16735	9566	0
27973	26457	0	0	0	0
31860	0	49818	14049	0	0
21328	0	0	15166	0	0
16235	9546	28042	14228	0	24618
30191	17855	0	26531	0	0
7863	9430	38525	19306	12334	14984
23619	3280	0	2460	20089	0
12418	45422	0	2907	20160	27546
8181	23663	30487	6516	5803	38193
28205	23712	21981	15517	491	0
32511	30117	0	5982	8697	36594
8401	43607	0	17376	9620	61969
32165	297	0	9543	0	0
0	39971	52150	0	0	29433
3309	15901	0	8651	0	0
29222	21068	0	16603	167	36233
0	18346	16673	0	0	31984
11046	14606	22194	1820	11207	31137
0	0	23766	0	0	27024
0	1480	33551	0	1974	24980
0	6030	43662	18882	0	15852
8157	13648	31814	13175	2192	61043
27618	24788	0	0	0	0
24298	23366	0	5534	6680	43915
13300	24112	17317	27183	25616	0
15158	32542	46310	14991	2564	9876
0	0	2903	15192	0	0
11611	12531	0	12372	2635	0
0	21467	0	0	14723	0
0	2068	44595	12835	1969	0
0	1228	0	0	28448	0
0	39590	0	2253	18990	0
0	40362	0	0	11891	0
15673	7283	0	12445	21096	26942
18125	14417	3873	15949	9539	60537
19373	12163	0	5612	6726	0
9046	9805	52845	21262	11871	34961
5481	22130	32749	2716	27924	30248
22643	37883	8146	11040	0	50447
14343	38402	7063	5994	7042	60179
27316	18190	0	5187	0	59218
20955	0	0	14525	2285	0
9099	10448	0	22632	17515	0
16139	5663	44719	10258	24780	8296
0	16431	0	0	0	12914
15680	1532	263	15832	738	61100
30624	0	0	6961	0	0
9733	31401	0	0	0	0
15595	47343	0	15968	0	0
0	41286	0	25232	0	0
4412	32912	38178	26331	20219	21864
0	1157	0	5983	0	15679
27922	15243	52455	12743	22660	40008
30587	15197	40673	26542	23049	0
5989	32257	46470	0	0	18399
3237	32605	35233	23284	17456	55098
3113	43049	34814	429	10590	43765
9586	511	40793	12288	17221	0
30572	44928	27800	6849	8948	39634
24790	12016	15438	14644	2390	44850
1851	39756	0	18761	12415	0
16700	9360	40624	14915	2319	32560
0	0	0	27779	0	41649
8246	8759	45136	18942	21269	40518
28103	32602	0	3716	9059	16489
24939	45417	0	18486	1472	0
1444	41839	33344	14496	4464	46724
10677	42254	0	9865	15364	0
9215	42454	0	7752	13930	0
21916	20104	0	23059	25678	0
22115	21171	52666	28319	18648	2214
1996	8620	0	19436	12648	0
0	46446	16113	0	0	59310
14539	641	0	1372	10510	0
0	47057	48184	6982	7199	0
0	43653	0	0	6159	0
0	22079	48707	0	0	0
0	40495	0	20446	0	50382
0	32117	30119	0	0	1971
0	32116	30118	0	0	0
0	33267	51850	20770	0	33186
2344	24094	11659	22725	19874	43187
13077	44147	0	27363	19384	17777
15564	23319	12489	18825	12793	6077
23007	27977	45064	26872	19169	60093
0	27239	1633	2297	0	19644
15374	37121	0	0	24646	0
1122	43219	45495	12800	0	58985
24292	15397	0	7322	5965	0
13134	24107	35156	12681	22334	61318
23210	22594	0	0	14354	0
0	46500	51040	12464	0	0
0	18497	39245	0	18868	12638
0	18496	0	0	18867	14769
22661	2622	0	13196	3240	0
22614	28114	46225	13738	3576	54160
7932	7162	0	1246	27603	0
0	44886	0	1067	27470	24305
0	23753	31796	0	0	0
13312	47007	20651	0	0	0
22522	36452	23959	3443	5433	56916
842	799	0	12377	0	12589
25736	7717	26575	5813	0	0
28718	31424	0	2125	27809	40223
0	0	0	8237	14937	0
0	41240	50454	0	0	20682
11428	36334	42388	10234	14150	0
5929	30470	0	14584	2334	0
32321	17066	0	13028	22205	18065
0	37721	0	17818	9508	28457
0	24854	14862	0	0	18068
5600	23191	0	9611	14848	23108
0	42876	0	0	23684	23944
7353	16076	6756	3602	4901	42282
24080	12870	0	21737	20599	0
0	41801	0	0	25849	0
10521	29311	0	23066	0	0
8939	37724	50581	24125	24849	35971
0	42963	0	0	24488	22606
17357	11654	13509	574	27345	7216
25786	17416	0	22463	17420	59178
24952	37713	19220	6709	28381	46672
17908	11861	0	0	5065	13694
19605	42814	47383	27898	25326	4635
24457	46145	17376	28198	19029	33330
5244	30731	21905	26998	28489	48033
24042	0	11171	2513	0	41375
4175	25353	28320	8823	15390	45274
28241	29367	1934	24792	23672	28272
30636	0	0	4834	7350	0
0	27738	47275	8511	14371	50756
22934	18800	0	20497	21610	1902
32456	37044	38746	4021	6470	19426
26117	24868	0	3046	17279	61280
1176	20070	0	2960	0	51786
0	0	36481	0	8806	27657
16074	11604	0	23347	19977	9932
0	37723	0	17819	0	28458
17443	14723	46618	19224	12821	52626
0	0	2041	0	0	37965
4001	3338	4288	27006	23705	1797
0	5596	0	0	0	28868
0	35975	0	4200	5819	0
28598	38195	0	3788	5198	0
0	0	22468	2503	0	0
0	5309	403	0	0	0
24681	19888	0	12369	4071	0
32403	5824	0	27482	23013	60716
415	33055	20981	23778	18142	34001
30900	31141	0	17229	1538	37402
1978	7135	0	3001	19743	21212
2820	36521	46643	12156	3774	4400
15514	24803	10089	17839	21182	4980
22891	45673	0	9241	20367	0
0	13642	6679	21634	23790	46002
0	32563	0	1760	0	12115
21888	9124	35966	13630	17217	45255
23873	33942	9819	27618	0	0
20671	13619	0	0	27808	47962
0	39640	18358	0	0	33328
6929	21638	41490	11673	2294	4039
28826	46014	0	17109	9638	10879
0	13370	0	19411	21520	0
0	27446	0	19335	0	0
0	0	0	0	20396	58562
0	1743	1601	13414	0	22236
24794	23273	41736	25058	25299	52123
26168	27383	0	21510	20226	0
0	8874	10161	0	12451	14925
0	8873	0	0	12450	14926
14417	1784	0	12296	22176	34295
11239	2175	19513	20750	12170	42052
9831	0	28449	12090	17276	52537
1509	26781	0	14165	3324	56626
2513	13928	31165	9491	15528	54539
9861	41310	0	9633	21373	0
3137	37484	5351	14240	2440	4379
0	0	3902	0	0	56668
2030	20459	29779	8673	16351	20547
0	46573	0	0	6361	0
13893	36684	14078	23173	20321	28428
14821	24322	0	5169	6602	841
0	6490	0	0	0	3470
1259	35178	26804	2390	27621	57571
12567	39411	30287	24370	26183	3349
6425	1720	0	15849	768	36271
28474	12724	0	17062	29021	0
12253	28102	27454	7852	16058	61224
31098	8244	0	23935	20309	44427
0	22132	0	0	0	45103
27164	28460	0	1599	17033	49888
23415	37441	44878	3430	6981	37873
14255	44854	49212	11163	14468	1734
0	32735	0	0	0	4601
28688	4266	50554	11386	16124	0
31117	34801	0	28104	0	0
18742	6349	32938	11253	13986	21374
20657	46535	0	27916	26789	0
21147	19719	45036	4707	4587	44821
26655	5215	15177	0	28952	11218
0	17343	0	0	18777	3727
29838	8590	0	27358	23292	0
24402	23831	0	25712	18872	0
0	28415	0	3877	7710	51383
584	26757	0	5367	8041	58431
31018	43722	52496	2536	28125	36565
26039	23422	0	11406	16393	1116
0	0	22612	0	0	22911
14246	41036	2385	2821	19561	49037
11346	9045	0	3651	8200	60968
9673	41686	0	0	3264	32914
9463	22823	0	16479	1771	0
32293	39158	15080	2404	11169	25009
13608	21792	0	18033	1195	33875
0	25777	11701	16353	0	0
16164	47287	0	7118	9161	16691
16983	3867	14715	19834	11403	45061
31290	11009	38227	28193	26324	15887
18659	13762	43446	19624	12652	0
0	11306	8977	0	3605	0
20615	0	0	26548	22878	0
0	0	34362	20900	21037	0
27533	7587	51448	27881	24917	2188
18789	32934	28485	2144	27070	1151
24013	4526	5912	24416	26846	27436
28840	11061	18504	19700	12223	17410
28183	21812	743	12158	3447	3350
24867	2688	45040	10909	14921	58864
0	5908	0	0	11338	41142
19770	22606	36279	12087	1963	2895
32432	45898	0	19942	12011	36750
11427	11703	36587	10600	15064	42300
13012	3410	22184	26980	24167	57444
5262	17017	23923	5773	8617	56173
2533	26439	0	0	5827	11202
0	0	14139	0	26803	4763
6803	20387	0	19715	11842	37855
7219	26928	5908	5703	0	35139
31021	21048	0	2667	0	37211
0	19138	0	632	23819	12909
28371	26130	0	23965	0	0
7729	23027	50462	5657	0	58501
28088	0	1929	0	11784	0
0	12634	23855	8956	15520	31483
0	4416	28787	0	0	30719
8176	9379	4868	4770	8712	13413
